FID,Shape ,loc_id,parent_id,level,loc_name,loc_nm_sh,spr_reg_id,region_id,ihme_lc_id,GAUL_CODE
424,Polygon,35427,67,4,Miyagi,Miyagi,64,65,JPN_35427,1673
425,Polygon,35468,67,4,Miyazaki,Miyazaki,64,65,JPN_35468,1674
426,Polygon,35443,67,4,Nagano,Nagano,64,65,JPN_35443,1675
427,Polygon,35465,67,4,Nagasaki,Nagasaki,64,65,JPN_35465,1676
428,Polygon,35452,67,4,Nara,Nara,64,65,JPN_35452,1694
429,Polygon,35438,67,4,Niagata,Niagata,64,65,JPN_35438,1678
430,Polygon,35467,67,4,Ôita,Oita,64,65,JPN_35467,1679
431,Polygon,35456,67,4,Okayama,Okayama,64,65,JPN_35456,1680
432,Polygon,35470,67,4,Okinawa,Okinawa,64,65,JPN_35470,1681
433,Polygon,35450,67,4,?saka,Osaka,64,65,JPN_35450,1662
434,Polygon,35464,67,4,Saga,Saga,64,65,JPN_35464,1683
435,Polygon,35434,67,4,Saitama,Saitama,64,65,JPN_35434,1684
436,Polygon,35448,67,4,Shiga,Shiga,64,65,JPN_35448,1671
437,Polygon,35455,67,4,Shimane,Shimane,64,65,JPN_35455,1687
438,Polygon,35455,67,4,Shimane,Shimane,64,65,JPN_35455,1687
439,Polygon,35432,67,4,Tochigi,Tochigi,64,65,JPN_35432,1688
440,Polygon,35459,67,4,Tokushima,Tokushima,64,65,JPN_35459,1689
441,Polygon,35436,67,4,T?ky?,Tokyo,64,65,JPN_35436,1690
442,Polygon,35454,67,4,Tottori,Tottori,64,65,JPN_35454,1686
443,Polygon,35439,67,4,Toyama,Toyama,64,65,JPN_35439,1692
444,Polygon,35435,67,4,Chiba,Chiba,64,65,JPN_35435,1693
445,Polygon,35453,67,4,Wakayama,Wakayama,64,65,JPN_35453,1691
446,Polygon,35429,67,4,Yamagata,Yamagata,64,65,JPN_35429,1695
447,Polygon,35458,67,4,Yamaguchi,Yamaguchi,64,65,JPN_35458,1696
448,Polygon,35442,67,4,Yamanashi,Yamanashi,64,65,JPN_35442,1697
449,Polygon,491,6,4,Anhui,Anhui,4,5,CHN_491,898
450,Polygon,492,6,4,Beijing,Beijing,4,5,CHN_492,899
451,Polygon,493,6,4,Chongqing,Chongqing,4,5,CHN_493,900
452,Polygon,494,6,4,Fujian,Fujian,4,5,CHN_494,901
453,Polygon,495,6,4,Gansu,Gansu,4,5,CHN_495,902
454,Polygon,496,6,4,Guangdong,Guangdong,4,5,CHN_496,903
455,Polygon,497,6,4,Guangxi,Guangxi,4,5,CHN_497,904
456,Polygon,498,6,4,Guizhou,Guizhou,4,5,CHN_498,905
457,Polygon,499,6,4,Hainan,Hainan,4,5,CHN_499,906
458,Polygon,500,6,4,Hebei,Hebei,4,5,CHN_500,907
459,Polygon,501,6,4,Heilongjiang,Heilongjiang,4,5,CHN_501,908
460,Polygon,502,6,4,Henan,Henan,4,5,CHN_502,909
461,Polygon,503,6,4,Hubei,Hubei,4,5,CHN_503,911
462,Polygon,504,6,4,Hunan,Hunan,4,5,CHN_504,912
463,Polygon,506,6,4,Jiangsu,Jiangsu,4,5,CHN_506,913
464,Polygon,507,6,4,Jiangxi,Jiangxi,4,5,CHN_507,914
465,Polygon,508,6,4,Jilin,Jilin,4,5,CHN_508,915
466,Polygon,509,6,4,Liaoning,Liaoning,4,5,CHN_509,916
467,Polygon,505,6,4,Inner Mongolia,Inner Mongolia,4,5,CHN_505,917
468,Polygon,510,6,4,Ningxia,Ningxia,4,5,CHN_510,918
469,Polygon,511,6,4,Qinghai,Qinghai,4,5,CHN_511,919
470,Polygon,512,6,4,Shaanxi,Shaanxi,4,5,CHN_512,920
471,Polygon,513,6,4,Shandong,Shandong,4,5,CHN_513,921
472,Polygon,514,6,4,Shanghai,Shanghai,4,5,CHN_514,922
473,Polygon,515,6,4,Shanxi,Shanxi,4,5,CHN_515,923
474,Polygon,516,6,4,Sichuan,Sichuan,4,5,CHN_516,924
475,Polygon,517,6,4,Tianjin,Tianjin,4,5,CHN_517,926
476,Polygon,519,6,4,Xinjiang,Xinjiang,4,5,CHN_519,927
477,Polygon,518,6,4,Tibet,Tibet,4,5,CHN_518,928
478,Polygon,520,6,4,Yunnan,Yunnan,4,5,CHN_520,929
479,Polygon,521,6,4,Zhejiang,Zhejiang,4,5,CHN_521,930
480,Polygon,44551,152,4,'Asir,'Asir,137,138,SAU_44551,2622
481,Polygon,44547,152,4,Bahah,Bahah,137,138,SAU_44547,2623
482,Polygon,44553,152,4,Eastern Province,E Province,137,138,SAU_44553,2624
483,Polygon,44541,152,4,Ha'il,Ha'il,137,138,SAU_44541,2625
484,Polygon,44549,152,4,Jawf,Jawf,137,138,SAU_44549,2626
485,Polygon,44550,152,4,Jizan,Jizan,137,138,SAU_44550,2627
486,Polygon,44545,152,4,Madinah,Madinah,137,138,SAU_44545,2628
487,Polygon,44546,152,4,Makkah,Makkah,137,138,SAU_44546,2629
488,Polygon,44552,152,4,Najran,Najran,137,138,SAU_44552,2630
489,Polygon,44548,152,4,Northern Borders,N Borders,137,138,SAU_44548,2631
490,Polygon,44542,152,4,Qassim,Qassim,137,138,SAU_44542,2632
491,Polygon,44543,152,4,Riyadh,Riyadh,137,138,SAU_44543,2633
492,Polygon,44544,152,4,Tabuk,Tabuk,137,138,SAU_44544,2634
493,Polygon,4940,93,4,Sweden except Stockholm,Sweden w/o Stockholm,64,73,SWE_4940,2786
494,Polygon,4944,93,4,Stockholm,Stockholm,64,73,SWE_4944,2800
495,Polygon,4749,95,4,England,England,64,73,GBR_4749,-1
496,Polygon,433,95,4,Northern Ireland,N Ireland,64,73,GBR_433,3183
497,Polygon,434,95,4,Scotland,Scotland,64,73,GBR_434,3184
498,Polygon,4636,95,4,Wales,Wales,64,73,GBR_4636,3186
499,Polygon,4618,4749,5,North East England,NE England,64,73,GBR_4618,-1
500,Polygon,4619,4749,5,North West England,NW England,64,73,GBR_4619,-1
501,Polygon,4620,4749,5,Yorkshire and the Humber,Yorkshire & Humber,64,73,GBR_4620,-1
502,Polygon,4621,4749,5,East Midlands,E Midlands,64,73,GBR_4621,-1
503,Polygon,4622,4749,5,West Midlands,W Midlands,64,73,GBR_4622,-1
504,Polygon,4623,4749,5,East of England,E England,64,73,GBR_4623,-1
505,Polygon,4624,4749,5,Greater London,Greater London,64,73,GBR_4624,-1
506,Polygon,4625,4749,5,South East England,SE England,64,73,GBR_4625,-1
507,Polygon,4626,4749,5,South West England,SW England,64,73,GBR_4626,-1
508,Polygon,-1,0,0, , ,0,0, ,0
509,Polygon,-1,0,0, , ,0,0, ,0
510,Polygon,-1,0,0, , ,0,0, ,0
511,Polygon,-1,0,0, , ,0,0, ,0
