year,mean,name
2000,.0769951418042183,4
2005,.0410043559968472,4
2010,.0280349804088473,4
2015,.0320066697895527,4
2000,.056305106729269,40765
2005,.0634320229291916,40765
2010,.0779420733451843,40765
2015,.0821216776967049,40765
2000,.034914193674922,145
2005,.0473232604563236,145
2010,.060959542170167,145
2015,.0497462432831526,145
2000,.0868174098432064,169
2005,.1125864051282406,169
2010,.0931786149740219,169
2015,.0776065066456795,169
2000,.0353207979351282,248
2005,.0285564055666327,248
2010,.0294173788279295,248
2015,.0299323797225952,248
2000,.1481486037373543,269
2005,.1461759507656097,269
2010,.1616883128881454,269
2015,.1663961187005043,269
2000,.0910799391567707,8
2005,.069447498768568,8
2010,.0683884024620056,8
2015,.0613891053944826,8
2000,.1093522794544697,49
2005,.1129444539546967,49
2010,.0968822315335274,49
2015,.0908376835286617,49
2000,.0854515358805656,59
2005,.0782302878797054,59
2010,.068841714411974,59
2015,.0649821981787682,59
2000,.1400399655103683,68
2005,.1202313378453255,68
2010,.0994310267269611,68
2015,.0903875753283501,68
2000,.0601215753704309,76
2005,.0422642286866903,76
2010,.0364073105156422,76
2015,.0357139501720667,76
2000,.0479686595499516,89
2005,.0454099141061306,89
2010,.0425585880875587,89
2015,.040562629699707,89
2000,.083380326628685,43
2005,.0984623022377491,43
2010,.0610225740820169,43
2015,.0686981789767742,43
2000,.1829485297203064,70
2005,.253903403878212,70
2010,.1903775855898857,70
2015,.1713059023022652,70
2000,.1675098389387131,77
2005,.1445648223161697,77
2010,.1314046382904053,77
2015,.1266311071813107,77
2000,.1346890553832054,79
2005,.1341194361448288,79
2010,.1125691086053848,79
2015,.1109428703784943,79
2000,.0855210684239864,133
2005,.0798685364425182,133
2010,.0626376699656248,133
2015,.0420393273234367,133
2000,.1382433921098709,150
2005,.2020179629325867,150
2010,.2281934544444084,150
2015,.188709944486618,150
2000,.0823559165000916,152
2005,.0535818766802549,152
2010,.0421123150736094,152
2015,.0550103560090065,152
2000,.0763198025524616,170
2005,.0577403493225574,170
2010,.0588738843798637,170
2015,.0647477731108665,170
2000,.0847642086446285,205
2005,.0551595594733953,205
2010,.0348109770566225,205
2015,.0289424313232303,205
2000,.2673560529947281,226
2005,.1423737779259682,226
2010,.2630202919244766,226
2015,.1412577107548714,226
2000,.0598333012312651,257
2005,.0468568801879883,257
2010,.0558180995285511,257
2015,.0582654979079962,257
2000,.0824297033250332,253
2005,.0541408956050873,253
2010,.057627011090517,253
2015,.0548863988369703,253
2000,.0544806104153395,270
2005,.0650885049253702,270
2010,.0650210529565811,270
2015,.063148207962513,270
2000,.0788649618625641,35
2005,.0699208937585354,35
2010,.0659687072038651,35
2015,.0610001739114523,35
2000,.0659177862107754,142
2005,.0482030957937241,142
2010,.0382181145250797,142
2015,.0358709953725338,142
2000,.1053636632859707,172
2005,.0887285247445107,172
2010,.0813322737812996,172
2015,.0788292624056339,172
2000,.0888331010937691,227
2005,.0608343947678804,227
2010,.0495476070791483,227
2015,.0485089663416147,227
2000,.0254085352644324,235
2005,.0216474877670407,235
2010,.0131536922417581,235
2015,.0130298733711243,235
2000,.0772484801709652,271
2005,.0573695804923773,271
2010,.0380113925784826,271
2015,.0347156841307878,271
2000,.1091816090047359,29
2005,.1065678410232067,29
2010,.1258291527628899,29
2015,.1245028674602509,29
2000,.2023413926362991,42
2005,.2061279863119125,42
2010,.1676924899220467,42
2015,.1532344445586205,42
2000,.0694412179291248,45
2005,.0701453015208244,45
2010,.0657337196171284,45
2015,.0601738560944796,45
2000,.1618215069174767,50
2005,.1705493554472923,50
2010,.1734902933239937,50
2015,.163737952709198,50
2000,.0817808881402016,66
2005,.0855865553021431,66
2010,.0860535502433777,66
2015,.0849166922271252,66
2000,.1262003593146801,90
2005,.1009962856769562,90
2010,.1033718325197697,90
2015,.1050335913896561,90
2000,.1003833301365376,94
2005,.0835354253649712,94
2010,.0697014257311821,94
2015,.0553715396672487,94
2000,.1035872399806976,106
2005,.1026313975453377,106
2010,.1023983657360077,106
2015,.1039358265697956,106
2000,.1128879748284817,105
2005,.0925877764821053,105
2010,.0713022165000439,105
2015,.0707540176808834,105
2000,.0878471471369267,144
2005,.0837635286152363,144
2010,.0763431042432785,144
2015,.0694204345345497,144
2000,.1544430926442146,155
2005,.156936414539814,155
2010,.1535889133810997,155
2015,.1412478983402252,155
2000,.1372910737991333,159
2005,.1280932873487473,159
2010,.1123443096876144,159
2015,.1063236594200134,159
2000,.1805154532194138,181
2005,.1460197195410728,181
2010,.1607348248362541,181
2015,.1790431067347527,181
2000,.1392866745591164,182
2005,.1434280201792717,182
2010,.1364313811063766,182
2015,.1303463205695152,182
2000,.1011046282947063,217
2005,.101474191993475,217
2010,.0974290072917938,217
2015,.0780995562672615,217
2000,.1321413144469261,221
2005,.121681522578001,221
2010,.1058274134993553,221
2015,.1022162325680256,221
2000,.1161049827933311,243
2005,.1014019474387169,243
2010,.0770802311599255,243
2015,.0707818195223808,243
2000,.2084753438830376,74
2005,.2306254357099533,74
2010,.2412065491080284,74
2015,.2168983444571495,74
2000,.2003712430596352,6
2005,.1523313969373703,6
2010,.1634769812226295,6
2015,.1711850017309189,6
