"","covariate","measure","include","gbd"
"1","access2","mean",TRUE,FALSE
"2","distriverslakes","mean",TRUE,FALSE
"3","dpt3_cov","mean",TRUE,FALSE
"4","elevation","mean",TRUE,FALSE
"5","fertility","mean",TRUE,FALSE
"6","ghslurbanicity","mean",TRUE,FALSE
"7","herreronyield","vita",TRUE,FALSE
"8","irrigation","mean",TRUE,FALSE
"9","sanitation_prop","mean",TRUE,TRUE
"10","stunting_mod_b","mean",TRUE,FALSE
"11","wasting_mod_b","mean",TRUE,FALSE
"12","worldpop_raked","a0004t",TRUE,FALSE
